Inwoner, huishouden en woninggegevens per postcode, peildatum 1 januari 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Definitieve gegevens, versie 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datum: 17 februari 2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Betekenis -99 997 =  '0 - 4 / geheim';;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Inwoners;;;;;;;;;;;Huishouden;;;;;;Woning;;;;;;;;;;;;;;;Sociale Zekerheid
;Totaal;Geslacht;;Leeftijdklassen;;;;;Herkomst;;;Totaal;Samenstelling;;;;Grootte;Totaal;Bouwperiode;;;;;;;;Type;;Eigendom;;In gebruik;Waarde;Totaal uitkeringen
Postcode;Totaal;Man;Vrouw;tot 15 jaar;15 tot 25 jaar;25 tot 45 jaar;45 tot 65 jaar;65 jaar en ouder;"Nederlandse
achtergond";"Westerse
migratie
achtergrond";"Niet-westerse
migratie
achtergrond";Totaal;Eenpersoons;"Meerpersoons 
zonder kinderen";Eenouder;Tweeouder;Huishoudgrootte;Totaal;voor 1945;1945 tot 1965;1965 tot 1975;1975 tot 1985;1985 tot 1995;1995 tot 2005;2005 tot 2015;2015 en later;Meergezins;Koopwoning;Huurwoning;Huurcoporatie;Niet bewoond;"WOZ-waarde
woning";"Personen met WW, Bijstand en/of AO uitkering
Beneden AOW-leeftijd"
1011GJ;35;10;20;-99997;5;10;10;5;80;10;-99997;20;10;-99997;-99997;-99997;1,8;15;10;-99997;-99997;5;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;441;-99997
1011GK;10;-99997;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;5;-99997;-99997;-99997;1,3;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;444;-99997
1011GL;100;55;45;-99997;5;25;40;30;70;10;20;75;55;15;5;-99997;1,4;75;30;-99997;-99997;15;20;10;-99997;-99997;70;-99997;100;70;-99997;352;20
1011GM;30;15;10;-99997;-99997;15;-99997;10;60;20;-99997;20;15;-99997;-99997;-99997;1,4;20;5;-99997;-99997;10;-99997;-99997;-99997;-99997;15;40;60;10;-99997;455;-99997
1011GN;35;20;15;-99997;-99997;10;10;10;40;40;30;25;20;-99997;-99997;-99997;1,3;25;15;-99997;-99997;-99997;10;-99997;-99997;-99997;25;20;80;20;-99997;402;5
1011GP;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;-99997;1,4;5;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1011GR;35;20;10;-99997;-99997;15;10;5;60;30;-99997;25;20;-99997;-99997;-99997;1,3;25;10;-99997;-99997;20;-99997;-99997;-99997;-99997;25;-99997;-99997;-99997;-99997;397;10
1011GS;60;30;25;-99997;-99997;15;30;10;60;30;10;35;15;15;-99997;-99997;1,7;40;40;-99997;-99997;-99997;-99997;-99997;-99997;-99997;40;40;50;15;5;614;5
1011GT;10;-99997;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;5;-99997;-99997;-99997;1,3;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;-99997;434;-99997
1011GV;20;5;10;-99997;-99997;-99997;5;-99997;60;30;-99997;15;10;-99997;-99997;-99997;1,4;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;-99997;70;5;-99997;533;-99997
1011GW;25;15;15;-99997;-99997;10;-99997;10;80;20;-99997;15;10;-99997;-99997;-99997;1,6;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;40;60;10;-99997;488;-99997
1011GX;20;15;10;-99997;-99997;10;5;-99997;60;-99997;20;15;10;5;-99997;-99997;1,6;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;70;5;-99997;382;-99997
1011GZ;50;25;25;-99997;5;15;20;5;60;30;-99997;35;25;10;-99997;-99997;1,3;35;-99997;-99997;-99997;-99997;30;-99997;-99997;-99997;35;10;90;-99997;-99997;382;5
1011HA;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1011HB;270;135;135;30;15;65;85;75;60;20;20;195;145;20;10;15;1,4;185;125;-99997;-99997;55;-99997;-99997;-99997;-99997;180;0;100;170;5;368;40
1011HC;45;25;20;-99997;-99997;15;20;-99997;40;40;20;35;25;5;-99997;-99997;1,4;30;15;-99997;-99997;15;-99997;-99997;-99997;-99997;30;30;70;20;-99997;412;5
1011HD;25;10;10;-99997;5;10;5;-99997;60;20;20;15;10;-99997;-99997;-99997;1,4;15;10;-99997;-99997;5;-99997;-99997;-99997;-99997;15;60;40;-99997;-99997;524;-99997
1011HE;10;5;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;-99997;10;10;-99997;-99997;-99997;1,1;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;475;-99997
1011HG;30;15;15;-99997;5;5;15;-99997;50;30;20;25;20;-99997;-99997;-99997;1,2;20;10;-99997;-99997;10;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;386;5
1011HH;40;15;25;-99997;5;10;15;5;50;10;40;25;10;5;5;-99997;1,8;25;10;-99997;-99997;15;-99997;-99997;-99997;-99997;25;20;80;15;-99997;441;-99997
1011HJ;25;15;10;-99997;-99997;10;5;-99997;50;40;-99997;15;10;5;-99997;-99997;1,7;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;60;40;-99997;-99997;480;-99997
1011HK;20;10;10;-99997;-99997;5;5;-99997;80;-99997;-99997;15;10;-99997;-99997;-99997;1,4;15;5;-99997;-99997;-99997;-99997;10;-99997;-99997;15;40;60;5;-99997;434;-99997
1011HL;30;15;10;-99997;5;5;10;-99997;60;40;-99997;15;10;-99997;-99997;-99997;1,8;20;10;-99997;-99997;10;-99997;-99997;-99997;-99997;20;-99997;80;10;-99997;370;5
1011HM;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1011HN;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1011HP;30;15;15;-99997;-99997;-99997;15;5;40;20;40;20;15;-99997;-99997;-99997;1,4;15;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;473;-99997
1011HR;85;40;40;5;10;25;20;20;70;20;10;55;35;10;5;-99997;1,6;45;25;-99997;20;-99997;-99997;-99997;-99997;-99997;45;-99997;90;40;-99997;592;5
1011HS;55;35;25;-99997;10;15;15;15;70;30;-99997;40;25;10;-99997;-99997;1,5;40;40;-99997;-99997;-99997;-99997;-99997;-99997;-99997;35;50;50;-99997;5;654;-99997
1011HT;20;10;10;-99997;-99997;-99997;-99997;10;60;-99997;-99997;10;-99997;5;-99997;-99997;1,9;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;70;30;-99997;10;789;-99997
1011HV;30;20;10;-99997;-99997;-99997;15;5;70;30;-99997;20;10;5;-99997;-99997;1,5;20;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;40;60;5;-99997;725;-99997
1011HW;40;25;15;-99997;5;20;10;-99997;40;50;20;25;10;10;-99997;-99997;1,7;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;30;70;-99997;10;582;-99997
1011HX;10;10;-99997;-99997;-99997;-99997;5;-99997;80;-99997;-99997;10;10;-99997;-99997;-99997;1,2;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;-99997;860;-99997
1011HZ;75;45;30;-99997;5;25;20;25;70;20;10;50;30;15;-99997;-99997;1,4;50;25;-99997;-99997;-99997;25;-99997;-99997;-99997;45;10;90;45;-99997;467;10
1011JA;40;20;20;-99997;-99997;15;10;10;70;30;-99997;25;15;5;-99997;-99997;1,5;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;-99997;-99997;-99997;5;396;-99997
1011JB;45;25;20;-99997;-99997;10;15;15;70;20;10;35;25;-99997;-99997;-99997;1,4;35;10;-99997;-99997;25;-99997;-99997;-99997;-99997;30;-99997;100;-99997;-99997;367;5
1011JC;10;5;-99997;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;10;10;-99997;-99997;-99997;1,0;10;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;-99997;-99997
1011JD;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1011JE;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1011JG;10;5;5;-99997;-99997;5;-99997;-99997;90;-99997;-99997;5;-99997;-99997;-99997;-99997;1,7;5;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;-99997;426;-99997
1011JH;125;70;55;-99997;5;35;45;35;60;30;10;85;55;15;10;-99997;1,4;80;55;-99997;-99997;-99997;25;-99997;-99997;-99997;80;10;80;55;5;501;10
1011JJ;5;5;-99997;-99997;-99997;5;-99997;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;-99997;1,4;5;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;-99997;-99997;-99997
1011JK;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;5;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;5;356;-99997
1011JL;25;15;10;-99997;-99997;10;10;-99997;20;50;30;15;10;-99997;-99997;-99997;1,4;20;15;5;-99997;-99997;-99997;-99997;-99997;-99997;20;20;80;-99997;5;503;-99997
1011JM;10;10;-99997;-99997;-99997;-99997;-99997;-99997;60;-99997;-99997;5;5;-99997;-99997;-99997;1,6;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;-99997;464;-99997
1011JN;25;15;10;-99997;5;10;-99997;5;50;40;-99997;20;15;-99997;-99997;-99997;1,4;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;50;50;-99997;-99997;702;-99997
1011JP;15;10;5;-99997;-99997;5;5;-99997;60;30;-99997;10;5;-99997;-99997;-99997;1,5;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;50;50;-99997;-99997;611;-99997
1011JR;20;5;15;-99997;-99997;5;5;-99997;70;-99997;-99997;10;-99997;-99997;-99997;-99997;2,0;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;-99997;70;-99997;-99997;502;-99997
1011JS;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1011JT;30;15;15;-99997;5;20;-99997;-99997;50;30;20;25;20;-99997;-99997;-99997;1,2;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;-99997;-99997;-99997;-99997;381;-99997
1011JV;35;10;25;-99997;-99997;20;10;-99997;40;40;20;30;25;5;-99997;-99997;1,2;35;35;-99997;-99997;-99997;-99997;-99997;-99997;-99997;35;-99997;90;-99997;5;382;-99997
1011JW;10;5;-99997;-99997;-99997;5;-99997;-99997;-99997;-99997;-99997;5;5;-99997;-99997;-99997;1,3;5;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;-99997;-99997;-99997
1011JX;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;-99997;60;-99997;5;1016;-99997
1011JZ;20;15;10;-99997;-99997;5;5;5;70;-99997;-99997;10;5;-99997;-99997;-99997;1,8;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;50;50;-99997;-99997;749;-99997
1011KA;60;35;25;5;-99997;20;20;10;40;50;10;35;15;10;-99997;-99997;1,7;35;25;-99997;-99997;-99997;5;-99997;-99997;-99997;35;30;70;10;-99997;717;-99997
1011KB;40;20;15;5;5;10;10;10;70;30;-99997;25;15;5;-99997;-99997;1,6;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;70;30;-99997;-99997;904;-99997
1011KC;40;15;20;-99997;5;10;15;-99997;70;20;-99997;25;15;-99997;-99997;-99997;1,5;25;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;40;60;5;5;637;-99997
1011KD;15;10;-99997;-99997;5;-99997;-99997;-99997;90;-99997;-99997;10;5;-99997;-99997;-99997;1,4;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1011KE;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;5;577;-99997
1011KH;20;15;5;-99997;-99997;5;10;5;70;-99997;-99997;20;15;-99997;-99997;-99997;1,2;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;40;60;5;10;453;-99997
1011KJ;30;25;10;-99997;5;5;15;5;70;20;-99997;30;25;-99997;-99997;-99997;1,1;30;20;-99997;-99997;10;-99997;-99997;-99997;-99997;30;30;70;10;5;446;-99997
1011KK;50;25;25;-99997;5;10;25;5;70;30;-99997;35;20;-99997;-99997;5;1,6;40;30;-99997;-99997;-99997;10;-99997;-99997;-99997;40;20;80;25;10;627;5
1011KM;10;-99997;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;5;-99997;-99997;-99997;1,5;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;-99997;586;-99997
1011KN;15;10;5;-99997;-99997;5;5;-99997;50;50;-99997;10;10;-99997;-99997;-99997;1,3;15;5;5;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;60;-99997;-99997;644;-99997
1011KP;35;20;20;5;-99997;15;10;10;70;20;-99997;20;10;10;-99997;-99997;1,9;20;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;20;40;60;-99997;-99997;674;-99997
1011KR;30;20;10;-99997;-99997;5;10;5;70;30;-99997;20;10;-99997;-99997;-99997;1,5;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;40;60;5;-99997;539;-99997
1011KS;15;10;5;-99997;-99997;5;-99997;5;50;-99997;30;10;10;-99997;-99997;-99997;1,4;10;5;-99997;5;-99997;-99997;-99997;-99997;-99997;10;50;50;5;-99997;566;-99997
1011KT;65;30;35;-99997;15;25;15;10;60;30;10;45;35;5;-99997;-99997;1,4;45;-99997;-99997;30;10;-99997;-99997;-99997;-99997;45;-99997;100;40;-99997;316;5
1011KV;15;5;5;-99997;-99997;-99997;-99997;5;80;-99997;-99997;10;5;-99997;-99997;-99997;1,3;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;400;-99997
1011KW;100;45;55;5;5;45;35;10;60;30;10;75;55;15;-99997;-99997;1,3;75;70;-99997;10;-99997;-99997;-99997;-99997;-99997;75;30;70;40;5;394;10
1011KX;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1011KZ;40;25;15;5;5;5;10;10;70;30;-99997;30;20;-99997;-99997;-99997;1,4;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;50;50;-99997;-99997;463;-99997
1011LA;15;10;10;-99997;-99997;10;5;-99997;50;40;-99997;10;-99997;5;-99997;-99997;1,7;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;-99997;70;-99997;-99997;466;-99997
1011LB;30;15;20;-99997;-99997;5;5;15;60;30;-99997;25;15;-99997;-99997;-99997;1,4;25;10;-99997;-99997;-99997;15;-99997;-99997;-99997;25;-99997;-99997;-99997;-99997;373;-99997
1011LC;25;10;10;-99997;-99997;10;5;5;70;20;-99997;15;10;-99997;-99997;-99997;1,4;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;428;-99997
1011LD;80;40;40;10;15;15;30;10;70;20;10;55;35;10;-99997;5;1,5;40;35;-99997;-99997;5;-99997;-99997;-99997;-99997;35;40;60;20;-99997;611;-99997
1011LE;55;20;35;-99997;5;10;25;15;60;40;-99997;35;20;10;-99997;-99997;1,6;35;20;-99997;-99997;15;-99997;-99997;-99997;-99997;35;50;50;15;-99997;614;-99997
1011LH;20;10;10;-99997;-99997;-99997;5;5;70;30;-99997;15;10;-99997;-99997;-99997;1,3;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;366;-99997
1011LJ;20;10;15;-99997;-99997;5;10;5;90;-99997;-99997;15;10;-99997;-99997;-99997;1,5;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;80;10;-99997;-99997;5
1011LK;10;5;5;-99997;-99997;-99997;5;-99997;90;-99997;-99997;10;5;-99997;-99997;-99997;1,3;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;377;-99997
1011LL;25;15;10;-99997;-99997;15;5;-99997;70;-99997;20;20;15;-99997;-99997;-99997;1,4;20;10;-99997;-99997;10;-99997;-99997;-99997;-99997;20;40;60;10;-99997;443;-99997
1011LM;170;90;80;15;10;75;50;20;50;40;10;120;85;25;-99997;10;1,4;110;90;-99997;-99997;-99997;20;-99997;-99997;-99997;110;60;40;-99997;15;464;10
1011LN;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1011LP;20;10;10;-99997;-99997;10;-99997;-99997;50;-99997;40;10;5;-99997;-99997;-99997;1,6;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;303;5
1011LR;15;5;10;-99997;-99997;-99997;5;5;50;-99997;30;10;10;-99997;-99997;-99997;1,4;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;285;-99997
1011LS;15;5;10;-99997;-99997;-99997;10;-99997;60;-99997;30;10;10;-99997;-99997;-99997;1,3;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;284;-99997
1011LT;20;10;10;-99997;-99997;5;5;5;90;-99997;-99997;15;10;-99997;-99997;-99997;1,4;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;279;-99997
1011LV;20;10;10;-99997;-99997;-99997;10;5;60;20;-99997;15;10;-99997;-99997;-99997;1,5;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;338;-99997
1011LW;50;30;20;-99997;-99997;15;15;10;60;30;10;30;20;5;-99997;-99997;1,5;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;30;70;20;-99997;381;-99997
1011LX;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1011LZ;125;80;50;5;20;60;35;10;30;40;30;85;55;25;-99997;-99997;1,4;75;10;-99997;-99997;-99997;-99997;60;-99997;5;75;50;50;10;-99997;584;-99997
1011MA;50;25;25;-99997;-99997;-99997;-99997;50;70;20;10;-99997;-99997;-99997;-99997;-99997;-99997,0;50;50;-99997;-99997;-99997;-99997;-99997;-99997;-99997;50;-99997;100;-99997;-99997;-99997;-99997
1011MB;50;20;30;-99997;-99997;5;20;20;50;30;20;35;30;5;-99997;-99997;1,4;35;35;-99997;-99997;-99997;-99997;-99997;-99997;-99997;35;-99997;100;-99997;-99997;415;-99997
1011MC;15;5;10;-99997;-99997;-99997;5;-99997;50;40;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;10;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;434;-99997
1011ME;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1011MG;45;25;20;-99997;-99997;20;15;10;50;40;10;35;25;10;-99997;-99997;1,3;30;-99997;-99997;-99997;-99997;-99997;30;-99997;-99997;30;70;30;-99997;-99997;567;-99997
1011MH;85;40;45;10;5;30;30;10;50;30;20;50;25;20;-99997;5;1,7;55;-99997;-99997;-99997;-99997;-99997;55;-99997;-99997;55;70;30;-99997;10;509;-99997
1011MJ;50;30;20;10;-99997;10;25;-99997;50;30;20;25;10;10;-99997;-99997;1,9;30;-99997;-99997;-99997;-99997;-99997;30;-99997;-99997;30;90;-99997;-99997;5;558;-99997
1011MK;90;45;50;5;10;25;30;20;40;30;30;55;35;15;-99997;5;1,6;55;-99997;-99997;-99997;-99997;-99997;55;-99997;-99997;55;50;50;20;-99997;526;5
1011ML;70;35;35;5;5;15;25;15;40;30;30;45;25;10;-99997;-99997;1,5;45;-99997;-99997;-99997;-99997;-99997;45;-99997;-99997;45;40;60;20;-99997;531;-99997
1011MN;110;55;55;15;15;25;35;25;50;20;30;65;40;10;10;5;1,7;65;-99997;-99997;-99997;-99997;-99997;65;-99997;-99997;65;30;70;40;-99997;494;15
1011MP;35;20;15;-99997;-99997;15;15;5;40;40;20;25;15;5;-99997;-99997;1,5;20;-99997;-99997;-99997;-99997;-99997;20;-99997;-99997;20;80;20;-99997;-99997;522;-99997
1011MR;30;15;15;-99997;-99997;15;5;-99997;50;30;20;20;10;5;-99997;-99997;1,6;20;-99997;-99997;-99997;-99997;-99997;20;-99997;-99997;20;80;-99997;-99997;-99997;559;-99997
1011MS;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1011MT;40;30;15;5;-99997;10;20;-99997;40;50;10;20;10;-99997;-99997;5;1,9;20;-99997;-99997;-99997;-99997;-99997;20;-99997;-99997;20;80;-99997;-99997;-99997;611;-99997
1011MV;45;20;25;-99997;5;15;20;5;40;40;10;30;15;10;-99997;-99997;1,6;25;-99997;-99997;-99997;-99997;-99997;25;-99997;-99997;25;90;-99997;-99997;-99997;482;-99997
1011MX;60;30;30;-99997;5;5;25;25;50;-99997;50;40;25;10;-99997;5;1,6;35;-99997;-99997;-99997;-99997;-99997;35;-99997;-99997;35;40;60;20;-99997;534;5
1011MZ;50;30;20;5;-99997;10;20;10;60;30;10;30;10;10;-99997;-99997;1,8;30;-99997;-99997;-99997;-99997;-99997;30;-99997;-99997;30;90;-99997;-99997;-99997;614;-99997
1011NA;95;40;50;10;10;30;30;10;30;30;40;50;25;20;-99997;-99997;1,8;70;5;-99997;-99997;-99997;-99997;20;-99997;45;70;30;70;20;25;699;10
1011NB;25;15;10;-99997;5;15;-99997;-99997;40;50;-99997;15;10;5;-99997;-99997;1,6;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;340;-99997
1011NC;155;85;65;10;15;80;40;10;40;40;20;90;45;30;-99997;15;1,7;85;-99997;-99997;-99997;-99997;-99997;-99997;85;-99997;85;50;50;-99997;10;639;-99997
1011ND;30;20;10;-99997;-99997;15;5;-99997;20;50;40;20;15;-99997;-99997;-99997;1,3;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;348;10
1011NE;10;5;5;-99997;-99997;-99997;5;-99997;70;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1011NG;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1011NH;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1011NK;30;15;10;-99997;-99997;5;15;5;60;30;-99997;20;15;5;-99997;-99997;1,5;20;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;50;50;5;-99997;537;-99997
1011NM;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1011NN;5;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;5;-99997;-99997;-99997;1,0;5;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;-99997;269;-99997
1011NP;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;5;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;-99997;336;-99997
1011NR;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1011NS;100;60;40;15;20;30;20;15;50;20;30;65;45;10;10;-99997;1,5;60;25;-99997;25;-99997;-99997;10;-99997;-99997;60;30;70;5;-99997;468;10
1011NV;30;20;10;-99997;-99997;10;10;10;50;50;-99997;20;15;5;-99997;-99997;1,3;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;80;20;-99997;5;621;-99997
