,perceelid,perceeltype,huisnr,huisnr_bag_letter,huisnr_bag_toevoeging,bag_nummeraanduidingid,bag_adresseerbaarobjectid,lat,lon,rdx,rdy,oppervlakte,gebruiksdoel,reeksid
307393,308479,verblijfsobject,4,,2,363200000230768.0,363010000770715.0,52.34883055,4.89816032,121678.0,484659.0,46,woonfunctie,14587
307394,308480,verblijfsobject,6,,1,363200000230770.0,363010000770717.0,52.34877669,4.89817559,121679.0,484653.0,46,woonfunctie,14587
307395,308481,verblijfsobject,6,,2,363200000230771.0,363010000770718.0,52.34877669,4.89817559,121679.0,484653.0,45,woonfunctie,14587
307396,308482,verblijfsobject,6,,H,363200000230769.0,363010000770716.0,52.34877669,4.89817559,121679.0,484653.0,58,woonfunctie,14587
307397,308483,verblijfsobject,8,,1,363200000230773.0,363010000770720.0,52.34871384,4.89819096,121680.0,484646.0,46,woonfunctie,14587
307398,308484,verblijfsobject,8,,2,363200000230774.0,363010000770721.0,52.34871384,4.89819096,121680.0,484646.0,46,woonfunctie,14587
307399,308485,verblijfsobject,8,,H,363200000230772.0,363010000770719.0,52.34871384,4.89819096,121680.0,484646.0,50,woonfunctie,14587
307400,308486,verblijfsobject,10,,1,363200000230776.0,363010000770723.0,52.34865997,4.89820623,121681.0,484640.0,46,woonfunctie,14587
307401,308487,verblijfsobject,10,,2,363200000230777.0,363010000770724.0,52.34865997,4.89820623,121681.0,484640.0,46,woonfunctie,14587
307402,308488,verblijfsobject,10,,H,363200000230775.0,363010000770722.0,52.34865997,4.89820623,121681.0,484640.0,50,woonfunctie,14587
307403,308489,verblijfsobject,12,,1,363200000230778.0,363010000770725.0,52.34861516,4.89823608,121683.0,484635.0,37,woonfunctie,14587
307404,308490,verblijfsobject,12,,2,363200000230779.0,363010000770726.0,52.34861516,4.89823608,121683.0,484635.0,37,woonfunctie,14587
307405,308491,verblijfsobject,14,,1,363200000230781.0,363010000770728.0,52.34854338,4.89826622,121685.0,484627.0,48,woonfunctie,14587
307406,308492,verblijfsobject,14,,2,363200000230782.0,363010000770729.0,52.34854338,4.89826622,121685.0,484627.0,48,woonfunctie,14587
307407,308493,verblijfsobject,14,,H,363200000230780.0,363010000770727.0,52.34854338,4.89826622,121685.0,484627.0,72,woonfunctie,14587
307408,308494,verblijfsobject,1,,,363200000070774.0,363010000608434.0,52.3504487,4.89824523,121685.0,484839.0,25,industriefunctie,14588
307409,308495,verblijfsobject,3,,1,363200000070776.0,363010000608436.0,52.35045811,4.89834787,121692.0,484840.0,52,woonfunctie,14588
307410,308496,verblijfsobject,3,,2,363200000070777.0,363010000608437.0,52.35045811,4.89834787,121692.0,484840.0,52,woonfunctie,14588
307411,308497,verblijfsobject,3,,3,363200000070778.0,363010000608438.0,52.35045811,4.89834787,121692.0,484840.0,52,woonfunctie,14588
307412,308498,verblijfsobject,5,,,363200000070782.0,363010000608442.0,52.35049448,4.89845021,121699.0,484844.0,1,overige gebruiksfunctie,14588
307413,308499,verblijfsobject,7,,1,363200000070785.0,363010000608445.0,52.35053122,4.89864061,121712.0,484848.0,50,woonfunctie,14588
307414,308500,verblijfsobject,7,,H,363200000070784.0,363010000608444.0,52.35053122,4.89864061,121712.0,484848.0,48,woonfunctie,14588
307415,308501,verblijfsobject,9,,,363200000070788.0,363010000608448.0,52.35057615,4.89864011,121712.0,484853.0,50,woonfunctie,14588
307416,308502,verblijfsobject,11,,,363200000070790.0,363010000608450.0,52.35062127,4.89868365,121715.0,484858.0,73,woonfunctie,14588
307417,308503,verblijfsobject,13,,1,363200000070794.0,363010000608454.0,52.35063062,4.89877161,121721.0,484859.0,49,woonfunctie,14588
307418,308504,verblijfsobject,13,,H,363200000070793.0,363010000608453.0,52.35063062,4.89877161,121721.0,484859.0,50,woonfunctie,14588
307419,308505,verblijfsobject,15,,1,363200000070797.0,363010000608457.0,52.35064896,4.89885947,121727.0,484861.0,51,woonfunctie,14588
307420,308506,verblijfsobject,15,,H,363200000070796.0,363010000608456.0,52.35064896,4.89885947,121727.0,484861.0,50,woonfunctie,14588
307421,308507,verblijfsobject,17,,1,363200000070800.0,363010000608460.0,52.3506673,4.89894733,121733.0,484863.0,51,woonfunctie,14588
307422,308508,verblijfsobject,17,,H,363200000070799.0,363010000608459.0,52.3506673,4.89894733,121733.0,484863.0,50,woonfunctie,14588
307423,308509,verblijfsobject,19,,1,363200000070804.0,363010000608464.0,52.35067659,4.89902061,121738.0,484864.0,51,woonfunctie,14588
307424,308510,verblijfsobject,19,,H,363200000070803.0,363010000608463.0,52.35067659,4.89902061,121738.0,484864.0,50,woonfunctie,14588
307425,308511,verblijfsobject,21,,1,363200000070807.0,363010000608467.0,52.35069499,4.89912315,121745.0,484866.0,51,woonfunctie,14588
307426,308512,verblijfsobject,21,,H,363200000070806.0,363010000608466.0,52.35069499,4.89912315,121745.0,484866.0,50,woonfunctie,14588
307427,308513,verblijfsobject,23,,1,363200000070811.0,363010000608471.0,52.35070434,4.89921111,121751.0,484867.0,51,woonfunctie,14588
307428,308514,verblijfsobject,23,,H,363200000070810.0,363010000608470.0,52.35070434,4.89921111,121751.0,484867.0,50,woonfunctie,14588
307429,308515,verblijfsobject,25,,,363200000070813.0,363010000608473.0,52.35071369,4.89929907,121757.0,484868.0,78,woonfunctie,14588
307430,308516,verblijfsobject,27,,,363200000070817.0,363010000608477.0,52.35069596,4.89935797,121761.0,484866.0,50,woonfunctie,14588
307431,308517,verblijfsobject,29,,1,363200000070820.0,363010000608480.0,52.35064227,4.89941727,121765.0,484860.0,50,woonfunctie,14588
307432,308518,verblijfsobject,29,,H,363200000070819.0,363010000608479.0,52.35064227,4.89941727,121765.0,484860.0,48,woonfunctie,14588
307433,308519,verblijfsobject,31,,,363200000070821.0,363010000608481.0,52.35065205,4.89960797,121778.0,484861.0,1,overige gebruiksfunctie,14588
307434,308520,verblijfsobject,33,,1,363200000070822.0,363010000608482.0,52.35066152,4.89972528,121786.0,484862.0,52,woonfunctie,14588
307435,308521,verblijfsobject,33,,2,363200000070823.0,363010000608483.0,52.35066152,4.89972528,121786.0,484862.0,52,woonfunctie,14588
307436,308522,verblijfsobject,33,,3,363200000070824.0,363010000608484.0,52.35066152,4.89972528,121786.0,484862.0,52,woonfunctie,14588
307437,308523,verblijfsobject,35,,,363200000070825.0,363010000608485.0,52.35067087,4.89981324,121792.0,484863.0,18,industriefunctie,14588
307438,308524,verblijfsobject,2,,,363200000070775.0,363010000608435.0,52.35035002,4.89829035,121688.0,484828.0,25,industriefunctie,14589
307439,308525,verblijfsobject,4,,1,363200000070779.0,363010000608439.0,52.35036835,4.89837821,121694.0,484830.0,52,woonfunctie,14589
307440,308526,verblijfsobject,4,,2,363200000070780.0,363010000608440.0,52.35036835,4.89837821,121694.0,484830.0,52,woonfunctie,14589
307441,308527,verblijfsobject,4,,3,363200000070781.0,363010000608441.0,52.35036835,4.89837821,121694.0,484830.0,52,woonfunctie,14589
307442,308528,verblijfsobject,6,,,363200000070783.0,363010000608443.0,52.35035985,4.89849572,121702.0,484829.0,1,overige gebruiksfunctie,14589
307443,308529,verblijfsobject,8,,1,363200000070787.0,363010000608447.0,52.35037861,4.89868632,121715.0,484831.0,50,woonfunctie,14589
307444,308530,verblijfsobject,8,,H,363200000070786.0,363010000608446.0,52.35037861,4.89868632,121715.0,484831.0,48,woonfunctie,14589
307445,308531,verblijfsobject,10,,,363200000070789.0,363010000985687.0,52.35032487,4.89873094,121718.0,484825.0,1,woonfunctie,14589
307446,308532,verblijfsobject,12,,1,363200000070792.0,363010000608452.0,52.35032536,4.89884835,121726.0,484825.0,70,woonfunctie,14589
307447,308533,verblijfsobject,12,,H,363200000070791.0,363010000608451.0,52.35032536,4.89884835,121726.0,484825.0,63,woonfunctie,14589
307448,308534,verblijfsobject,14,,,363200000070795.0,363010000608455.0,52.35032596,4.89899511,121736.0,484825.0,489,kantoorfunctie,14589
307449,308535,verblijfsobject,16,,,363200000070798.0,363010000608458.0,52.35033543,4.89911243,121744.0,484826.0,372,kantoorfunctie,14589
307450,308536,verblijfsobject,18,,1,363200000070802.0,363010000608462.0,52.35039937,4.89936123,121761.0,484833.0,70,woonfunctie,14589
307451,308537,verblijfsobject,18,,H,363200000070801.0,363010000608461.0,52.35039937,4.89936123,121761.0,484833.0,63,woonfunctie,14589
307452,308538,verblijfsobject,20,,,363200000070805.0,363010000608465.0,52.35042676,4.89946367,121768.0,484836.0,54,woonfunctie,14589
307453,308539,verblijfsobject,22,,1,363200000070809.0,363010000608469.0,52.35047176,4.89947786,121769.0,484841.0,45,woonfunctie,14589
307454,308540,verblijfsobject,22,,H,363200000070808.0,363010000608468.0,52.35047176,4.89947786,121769.0,484841.0,48,woonfunctie,14589
307455,308541,verblijfsobject,24,,,363200000070812.0,363010000608472.0,52.35052641,4.89965338,121781.0,484847.0,11,woonfunctie,14589
307456,308542,verblijfsobject,26,,1,363200000070814.0,363010000608474.0,52.35055379,4.89975582,121788.0,484850.0,52,woonfunctie,14589
307457,308543,verblijfsobject,26,,2,363200000070815.0,363010000608475.0,52.35055379,4.89975582,121788.0,484850.0,52,woonfunctie,14589
307458,308544,verblijfsobject,26,,3,363200000070816.0,363010000608476.0,52.35055379,4.89975582,121788.0,484850.0,50,woonfunctie,14589
307459,308545,verblijfsobject,28,,,363200000070818.0,363010000608478.0,52.35056314,4.89984378,121794.0,484851.0,25,industriefunctie,14589
307460,308546,verblijfsobject,1,,,363200000282938.0,363010000824700.0,52.35082492,4.90011977,121813.0,484880.0,68,woonfunctie,14590
307461,308547,verblijfsobject,3,,,363200000282942.0,363010000824705.0,52.35084308,4.9001636,121816.0,484882.0,69,woonfunctie,14590
307462,308548,verblijfsobject,5,,1,363200000282947.0,363010000824710.0,52.35083445,4.90025176,121822.0,484881.0,68,woonfunctie,14590
307463,308549,verblijfsobject,5,,2,363200000282948.0,363010000824711.0,52.35083445,4.90025176,121822.0,484881.0,66,woonfunctie,14590
307464,308550,verblijfsobject,5,,3,363200000282949.0,363010000824712.0,52.35083445,4.90025176,121822.0,484881.0,67,woonfunctie,14590
307465,308551,verblijfsobject,5,,H,363200000282946.0,363010000824709.0,52.35083445,4.90025176,121822.0,484881.0,61,woonfunctie,14590
307466,308552,verblijfsobject,7,,1,363200000282954.0,363010000824717.0,52.35085291,4.90036898,121830.0,484883.0,68,woonfunctie,14590
307467,308553,verblijfsobject,7,,2,363200000282955.0,363010000824718.0,52.35085291,4.90036898,121830.0,484883.0,66,woonfunctie,14590
307468,308554,verblijfsobject,7,,3,363200000282956.0,363010000824719.0,52.35085291,4.90036898,121830.0,484883.0,67,woonfunctie,14590
307469,308555,verblijfsobject,7,,H,363200000282953.0,363010000824716.0,52.35085291,4.90036898,121830.0,484883.0,61,woonfunctie,14590
307470,308556,verblijfsobject,9,,1,363200000282961.0,363010000824724.0,52.35086232,4.90047161,121837.0,484884.0,68,woonfunctie,14590
307471,308557,verblijfsobject,9,,2,363200000282962.0,363010000824725.0,52.35086232,4.90047161,121837.0,484884.0,66,woonfunctie,14590
307472,308558,verblijfsobject,9,,3,363200000282963.0,363010000824726.0,52.35086232,4.90047161,121837.0,484884.0,60,woonfunctie,14590
307473,308559,verblijfsobject,9,,H,363200000282960.0,363010000824723.0,52.35086232,4.90047161,121837.0,484884.0,61,woonfunctie,14590
307474,308560,verblijfsobject,11,,1,363200000282968.0,363010000824731.0,52.35088072,4.90057415,121844.0,484886.0,68,woonfunctie,14590
307475,308561,verblijfsobject,11,,2,363200000282969.0,363010000824732.0,52.35088072,4.90057415,121844.0,484886.0,66,woonfunctie,14590
307476,308562,verblijfsobject,11,,3,363200000282970.0,363010000824733.0,52.35088072,4.90057415,121844.0,484886.0,61,woonfunctie,14590
307477,308563,verblijfsobject,11,,H,363200000282967.0,363010000824730.0,52.35088072,4.90057415,121844.0,484886.0,61,woonfunctie,14590
307478,308564,verblijfsobject,13,,1,363200000282975.0,363010000824738.0,52.35089917,4.90069137,121852.0,484888.0,68,woonfunctie,14590
307479,308565,verblijfsobject,13,,2,363200000282976.0,363010000824739.0,52.35089917,4.90069137,121852.0,484888.0,66,woonfunctie,14590
307480,308566,verblijfsobject,13,,3,363200000282977.0,363010000824740.0,52.35089917,4.90069137,121852.0,484888.0,61,woonfunctie,14590
307481,308567,verblijfsobject,13,,H,363200000282974.0,363010000824737.0,52.35089917,4.90069137,121852.0,484888.0,61,woonfunctie,14590
307482,308568,verblijfsobject,15,,1,363200000282982.0,363010000824745.0,52.35090852,4.90077933,121858.0,484889.0,68,woonfunctie,14590
307483,308569,verblijfsobject,15,,2,363200000282983.0,363010000824746.0,52.35090852,4.90077933,121858.0,484889.0,66,woonfunctie,14590
307484,308570,verblijfsobject,15,,3,363200000282984.0,363010000824747.0,52.35090852,4.90077933,121858.0,484889.0,61,woonfunctie,14590
307485,308571,verblijfsobject,15,,H,363200000282981.0,363010000824744.0,52.35090852,4.90077933,121858.0,484889.0,61,woonfunctie,14590
307486,308572,verblijfsobject,17,,1,363200000282991.0,363010000824754.0,52.35092698,4.90089654,121866.0,484891.0,68,woonfunctie,14591
307487,308573,verblijfsobject,17,,2,363200000282992.0,363010000824755.0,52.35092698,4.90089654,121866.0,484891.0,66,woonfunctie,14591
307488,308574,verblijfsobject,17,,3,363200000282993.0,363010000824756.0,52.35092698,4.90089654,121866.0,484891.0,61,woonfunctie,14591
307489,308575,verblijfsobject,17,,H,363200000282990.0,363010000824753.0,52.35092698,4.90089654,121866.0,484891.0,61,woonfunctie,14591
307490,308576,verblijfsobject,19,,1,363200000282998.0,363010000824761.0,52.35093639,4.90099918,121873.0,484892.0,67,woonfunctie,14591
307491,308577,verblijfsobject,19,,2,363200000282999.0,363010000824762.0,52.35093639,4.90099918,121873.0,484892.0,67,woonfunctie,14591
307492,308578,verblijfsobject,19,,3,363200000283000.0,363010000824763.0,52.35093639,4.90099918,121873.0,484892.0,70,woonfunctie,14591
307493,308579,verblijfsobject,19,,H,363200000282997.0,363010000824760.0,52.35093639,4.90099918,121873.0,484892.0,141,kantoorfunctie,14591
307494,308580,verblijfsobject,21,,1,363200000283004.0,363010000824767.0,52.35095479,4.90110172,121880.0,484894.0,67,woonfunctie,14591
307495,308581,verblijfsobject,21,,2,363200000283005.0,363010000824768.0,52.35095479,4.90110172,121880.0,484894.0,68,woonfunctie,14591
307496,308582,verblijfsobject,21,,3,363200000283006.0,363010000824769.0,52.35095479,4.90110172,121880.0,484894.0,59,woonfunctie,14591
307497,308583,verblijfsobject,23,,1,363200000283013.0,363010000824776.0,52.35097318,4.90120426,121887.0,484896.0,67,woonfunctie,14591
307498,308584,verblijfsobject,23,,2,363200000283014.0,363010000824777.0,52.35097318,4.90120426,121887.0,484896.0,68,woonfunctie,14591
307499,308585,verblijfsobject,23,,3,363200000283015.0,363010000824778.0,52.35097318,4.90120426,121887.0,484896.0,59,woonfunctie,14591
307500,308586,verblijfsobject,23,,H,363200000283012.0,363010000824775.0,52.35097318,4.90120426,121887.0,484896.0,178,winkelfunctie,14591
307501,308587,verblijfsobject,25,,1,363200000283019.0,363010000824782.0,52.35098265,4.90132158,121895.0,484897.0,67,woonfunctie,14591
307502,308588,verblijfsobject,25,,2,363200000283020.0,363010000824783.0,52.35098265,4.90132158,121895.0,484897.0,67,woonfunctie,14591
307503,308589,verblijfsobject,25,,3,363200000283021.0,363010000824784.0,52.35098265,4.90132158,121895.0,484897.0,70,woonfunctie,14591
307504,308590,verblijfsobject,27,,1,363200000283023.0,363010000824786.0,52.35100105,4.90142411,121902.0,484899.0,68,woonfunctie,14591
307505,308591,verblijfsobject,27,,2,363200000283024.0,363010000824787.0,52.35100105,4.90142411,121902.0,484899.0,66,woonfunctie,14591
307506,308592,verblijfsobject,27,,3,363200000283025.0,363010000824788.0,52.35100105,4.90142411,121902.0,484899.0,61,woonfunctie,14591
307507,308593,verblijfsobject,27,,H,363200000283022.0,363010000824785.0,52.35100105,4.90142411,121902.0,484899.0,61,woonfunctie,14591
307508,308594,verblijfsobject,29,,1,363200000283027.0,363010000824790.0,52.35101052,4.90154143,121910.0,484900.0,68,woonfunctie,14591
307509,308595,verblijfsobject,29,,2,363200000283028.0,363010000824791.0,52.35101052,4.90154143,121910.0,484900.0,66,woonfunctie,14591
307510,308596,verblijfsobject,29,,3,363200000283029.0,363010000824792.0,52.35101052,4.90154143,121910.0,484900.0,61,woonfunctie,14591
307511,308597,verblijfsobject,29,,H,363200000283026.0,363010000824789.0,52.35101052,4.90154143,121910.0,484900.0,61,woonfunctie,14591
307512,308598,verblijfsobject,31,,1,363200000283031.0,363010000824794.0,52.35102891,4.90164397,121917.0,484902.0,68,woonfunctie,14592
307513,308599,verblijfsobject,31,,2,363200000283032.0,363010000824795.0,52.35102891,4.90164397,121917.0,484902.0,66,woonfunctie,14592
307514,308600,verblijfsobject,31,,3,363200000283033.0,363010000824796.0,52.35102891,4.90164397,121917.0,484902.0,61,woonfunctie,14592
307515,308601,verblijfsobject,31,,H,363200000283030.0,363010000824793.0,52.35102891,4.90164397,121917.0,484902.0,61,woonfunctie,14592
307516,308602,verblijfsobject,33,,1,363200000283035.0,363010000824798.0,52.35104731,4.90174651,121924.0,484904.0,68,woonfunctie,14592
307517,308603,verblijfsobject,33,,2,363200000283036.0,363010000824799.0,52.35104731,4.90174651,121924.0,484904.0,66,woonfunctie,14592
307518,308604,verblijfsobject,33,,3,363200000283037.0,363010000824800.0,52.35104731,4.90174651,121924.0,484904.0,61,woonfunctie,14592
307519,308605,verblijfsobject,33,,H,363200000283034.0,363010000824797.0,52.35104731,4.90174651,121924.0,484904.0,61,woonfunctie,14592
307520,308606,verblijfsobject,35,,1,363200000283039.0,363010000824802.0,52.35105666,4.90183447,121930.0,484905.0,68,woonfunctie,14592
307521,308607,verblijfsobject,35,,2,363200000283040.0,363010000824803.0,52.35105666,4.90183447,121930.0,484905.0,66,woonfunctie,14592
307522,308608,verblijfsobject,35,,3,363200000283041.0,363010000824804.0,52.35105666,4.90183447,121930.0,484905.0,61,woonfunctie,14592
307523,308609,verblijfsobject,35,,H,363200000283038.0,363010000824801.0,52.35105666,4.90183447,121930.0,484905.0,61,woonfunctie,14592
307534,308620,verblijfsobject,2,A,,363200000282939.0,363010000824702.0,52.35055548,4.90016676,121816.0,484850.0,70,woonfunctie,14593
307535,308621,verblijfsobject,2,B,,363200000282940.0,363010000824703.0,52.35055554,4.90018144,121817.0,484850.0,80,woonfunctie,14593
307536,308622,verblijfsobject,2,C,,363200000282941.0,363010000824704.0,52.35056471,4.90022537,121820.0,484851.0,87,woonfunctie,14593
